,ver_claim_ids,pos
10523,vclaim-sno-reporter-cancer-viewer-spotted,['viewer']
10524,vclaim-sno-reptilian-humanoid-eyes-real,['video']
10525,vclaim-sno-republican-and-democratic-interns,"['image', 'interns']"
10526,vclaim-sno-republican-congress-approved-trump-tv,['congress']
10527,vclaim-sno-republican-convention-gun-free-zone,"['party', 'convention']"
10528,vclaim-sno-republican-dean-browning-gay,"['browning', 'who', 'i']"
10529,vclaim-sno-republican-impeached-clinton-scandal,"['speakers', 'involved']"
10530,vclaim-sno-republican-party-hate-group,['center']
10531,vclaim-sno-republican-senate-candidate-tells-melania-trump-to-sterilize-the-white-house,['animals']
10532,vclaim-sno-republican-senators-up-shits-creek,['they']
10533,vclaim-sno-republican-topple-obama-statue,['club']
10534,vclaim-sno-republicans-1928-control,"['republicans', 'u.s.']"
10535,vclaim-sno-republicans-ban-gays-lesbians-adopting,"['majority', 'agencies']"
10536,vclaim-sno-republicans-medals-capitol-police,['members']
10537,vclaim-sno-repulse-of-the-nation,['photograph']
10538,vclaim-sno-rescuing-hug,['newborn']
10539,vclaim-sno-research-project-hiv-cure,"['administration', 'policies']"
10540,vclaim-sno-reship-of-fools,"['homers', 'they']"
10541,vclaim-sno-resident-ebola-2,"['image', 'who']"
10542,vclaim-sno-resident-evil-umbrella-coronavirus,"['corporation', 'evil']"
10543,vclaim-sno-resign-of-the-times,['employee']
10544,vclaim-sno-rest-in-piece,[]
10545,vclaim-sno-restaurant-employees-police-song,['workers']
10546,vclaim-sno-restaurant-refuse-soldier-massapequa,"['villaggio', 'he']"
10547,vclaim-sno-restaurant-serving-human-meat,[]
10548,vclaim-sno-restaurant-staff-walks-out-when-obamas-walk-in,['staff']
10549,vclaim-sno-restroom-purse-theft-warning,"['thieves', 'victims']"
10550,vclaim-sno-retailers-using-disappearing-ink-receipts-discourage-returns,['retailers']
10551,vclaim-sno-reticketed,"['fan', 'he']"
10552,vclaim-sno-retired-general-trump-threat-national-security,"['mccaffrey', 'trump']"
10553,vclaim-sno-retired-marine-open-letter-nfl,"['powers', 'he']"
10554,vclaim-sno-retired-mi5-agent-confesses-on-deathbed-i-killed-princess-diana,['agent']
10555,vclaim-sno-retro-mcdonalds,[]
10556,vclaim-sno-return-to-offender-2,['father']
10557,vclaim-sno-return-to-offender,['father']
10558,vclaim-sno-return-to-sender,['video']
10559,vclaim-sno-return-to-spender,"['shopper', 'that']"
10560,vclaim-sno-reverend-rollbacks,['walmart']
10561,vclaim-sno-reverse-cavities-with-vitamin-d,['rich']
10562,vclaim-sno-reverse-pin-atm-alarm,[]
10563,vclaim-sno-revocation-of-independence,['cleese']
10564,vclaim-sno-revolving-door-inventor-women,"['kannel', 'who']"
10565,vclaim-sno-reynolds-rap-2,[]
10566,vclaim-sno-rfiddler-on-the-roof,['schools']
10567,vclaim-sno-rhinos-elephants-getting-pink-horns-prevent-poaching,['photograph']
10568,vclaim-sno-rhode-island-governor-seize-guns,"['governor', 'government']"
10569,vclaim-sno-rhode-island-name-change,['state']
10570,vclaim-sno-ribbon-seal,['photograph']
10571,vclaim-sno-ric-flair-death,['brain']
10572,vclaim-sno-rice-field-art,['photographs']
10573,vclaim-sno-rich-sanchez-tweet-rick-sanchez-fired-jew,"['loesch', 'i']"
10574,vclaim-sno-richard-blumenthal-vietnam,['blumenthal']
10575,vclaim-sno-richard-branson-trump-revenge,"['branson', 'trump', 'who']"
10576,vclaim-sno-richard-gere-gerbil,[]
10577,vclaim-sno-richard-gere-homeless,"['gere', 'he']"
10578,vclaim-sno-richard-gere-net-worth,['worth']
10579,vclaim-sno-richard-harrison-pawn-stars-death,['harrison']
10580,vclaim-sno-richard-hayne,['hayne']
10581,vclaim-sno-richard-karn-death-hoax,['karn']
10582,vclaim-sno-richard-lamm-on-multiculturalism,['lamm']
10583,vclaim-sno-richard-rose-covid-face-mask,"['rose', 'ohio']"
10584,vclaim-sno-richard-sherman-condemns-black-lives-matter,['sherman']
10585,vclaim-sno-richardson-immigration-ban-was-a-shock-event,"['richardson', 'order']"
10586,vclaim-sno-richmond-relocation-poverty,['city']
10587,vclaim-sno-rick-perry-instagram-hoax,['perry']
10588,vclaim-sno-rick-perry-speech,['transcript']
10589,vclaim-sno-rick-scott-critical-condition,[]
10590,vclaim-sno-rick-scott-health-care,['trump']
10591,vclaim-sno-rick-scott-shelter-dog,['scott']
10592,vclaim-sno-rick-warren-changes-name-to-muhammad-hussein-warren,['warren']
10593,vclaim-sno-rick-wiles-trump-impeachment,"['wiles', 'proceedings']"
10594,vclaim-sno-rick-williams-obamas-mansion,['obama']
10595,vclaim-sno-ricky-ellsworth-black-cop,['photograph']
10596,vclaim-sno-ridden-to-distraction,['mother']
10597,vclaim-sno-rigged-tornado,['photograph']
10598,vclaim-sno-right-said-fred,"['homophobe', 'he']"
10599,vclaim-sno-right-to-resist-unlawful-arrest,['citizens']
10600,vclaim-sno-rights-rollback,['walmart']
10601,vclaim-sno-rihanna-holding-pakistan-flag,"['photograph', 'rihanna']"
10602,vclaim-sno-rihanna-senegal-illuminati,[]
10603,vclaim-sno-rihanna-snapchat,"['message', 'app', 'value']"
10604,vclaim-sno-ring-around-rosie,['rhyme']
10605,vclaim-sno-ringing-labelle,[]
10606,vclaim-sno-rio-macaw-extinct,[]
10607,vclaim-sno-riot-act,"['soros', 'ferguson']"
10608,vclaim-sno-riot-gear-violin-vigil-mcclain,['colorado']
10609,vclaim-sno-riot-mall-of-america-georgefloyd,"['video', 'riot', 'protests']"
10610,vclaim-sno-riot-pact,['obama']
10611,vclaim-sno-riot-proof,"['it', 'police', 'that']"
10612,vclaim-sno-riot-whacked,['protester']
10613,vclaim-sno-rioters-capitol-flagpole,"['riots', 'mob']"
10614,vclaim-sno-rip-guy-fieri,['fieri']
10615,vclaim-sno-ripken-baseball-card,['card']
10616,vclaim-sno-ripon-college-9-11-memorial,"['college', 'it']"
10617,vclaim-sno-rising-son,['obama']
10618,vclaim-sno-risk-o-inferno,"['people', 'they']"
10619,vclaim-sno-risque-anderson-cooper-photograph,"['photograph', 'cooper']"
10620,vclaim-sno-risque-prom-dress,['photograph']
10621,vclaim-sno-rite-aid,['store']
10622,vclaim-sno-rittenhouse-lawyer-kenosha-war,"['pierce', 'who', 'client']"
10623,vclaim-sno-river-fish,['photographs']
10624,vclaim-sno-rivers-of-blood-in-dhaka-bangladesh,"['streets', 'bangladesh', 'sacrifices']"
10625,vclaim-sno-rnc-block-trump-challenge,['committee']
10626,vclaim-sno-rnc-chairwoman-deleted-tweet,"['mcdaniel', 'that']"
10627,vclaim-sno-rnc-masks-social-distancing,"['hundreds', 'trump']"
10628,vclaim-sno-rnc-office-clinton-evidence,['fire']
10629,vclaim-sno-rnc-reportedly-adopts-conversion-therapy-as-2016-platform-plank,['committed']
10630,vclaim-sno-rnc-speaker-lineup,['meme']
10631,vclaim-sno-rnc-video-biden-america,[]
10632,vclaim-sno-road-rage-russia,"['video', 'woman']"
10633,vclaim-sno-road-runner-tunnel-crash-rumor,['driver']
10634,vclaim-sno-roads-scholars,[]
10635,vclaim-sno-roald-dahl-and-the-measles,"['dahl', 'children']"
10636,vclaim-sno-rob-cantrell-screaming-protest,['photograph']
10637,vclaim-sno-rob-donaldson-amy-coney-barrett,['donaldson']
10638,vclaim-sno-rob-oswald-covid-hoax,['oswald']
10639,vclaim-sno-rob-zombie-academy-awards,[]
10640,vclaim-sno-robbers-throwing-eggs-car-windshields,['robbers']
10641,vclaim-sno-robert-byrd-kkk-photo,"['photograph', 'byrd']"
10642,vclaim-sno-robert-de-niro-went-off-on-donald-trump,['niro']
10643,vclaim-sno-robert-duvall-death-hoax,[]
10644,vclaim-sno-robert-e-lee-20-bill,['treasury']
10645,vclaim-sno-robert-e-lee-confederate-monuments,['lee']
10646,vclaim-sno-robert-e-lee-statue-spraypainted,['photograph']
10647,vclaim-sno-robert-gallo-invented-hiv-aids,['gallo']
10648,vclaim-sno-robert-lee-jefferson-davis-disavow-confederacy,['lee']
10649,vclaim-sno-robert-long-china-shooting,"['suspect', 'china']"
10650,vclaim-sno-robert-mueller-in-vietnam,['photograph']
10651,vclaim-sno-robert-mueller-one-world-government-quote,['mueller']
10652,vclaim-sno-robert-redford-and-meryl-streep-not-married,['redford']
10653,vclaim-sno-robert-redford-nodding-meme,['meme']
10654,vclaim-sno-robert-reichs-rules-2018,['reich']
10655,vclaim-sno-robert-smalls-steal-ship,['man']
10656,vclaim-sno-robin-williams-daughter,['williams']
10657,vclaim-sno-robin-williams-goodbye-video,['video']
10658,vclaim-sno-robin-williams-helps-the-homeless,['williams']
10659,vclaim-sno-robin-williams-worst-thing-in-life,"['i', 'thing', 'it', 'thing', 'who', 'you']"
10660,vclaim-sno-roblox,"['app', 'predators']"
10661,vclaim-sno-robot-bodyguard-king-of-bahrain,['video']
10662,vclaim-sno-robot-child-support,['woman']
10663,vclaim-sno-robots-dancing-shanghai-disneyland,"['video', 'robots']"
10664,vclaim-sno-rochestersilver-lake-park-abduction-warning,"['police', 'encounter']"
10665,vclaim-sno-rock-hounded,"['tourists', 'who']"
10666,vclaim-sno-rock-of-aegis-2,['goat']
10667,vclaim-sno-rock-star-david-bowie,"['that', 'bowie', 'he', 'hitler']"
10668,vclaim-sno-rock-star-stomach-pump,['doctors']
10669,vclaim-sno-rockefeller-christmas-trees-real,['photographs']
10670,vclaim-sno-rockefeller-operation-lockstep,[]
10671,vclaim-sno-rockies-selling-pot-brownies-at-coors-field,['rockies']
10672,vclaim-sno-rockmelt-virus-warning,['invitations']
10673,vclaim-sno-rocky-of-ages,"['stallone', 'he']"
10674,vclaim-sno-roderick-scott,['who']
10675,vclaim-sno-rodney-king-camera,['camera']
10676,vclaim-sno-roethlisberger-loses-multiple-fingers,['roethlisberger']
10677,vclaim-sno-roger-ailes-truth-believe,"['ailes', 'truth', 'people']"
10678,vclaim-sno-roger-stone-hillary-prison-merch,['stone']
10679,vclaim-sno-roger-stone-martial-law-trump,"['stone', 'trump', 'he']"
10680,vclaim-sno-roger-stone-nixon-tattoo,['stone']
10681,vclaim-sno-roger-stone-proud-boys,"['photograph', 'stone']"
10682,vclaim-sno-roger-stone-rap,['stone']
10683,vclaim-sno-roger-stone-richard-nixon,['stone']
10684,vclaim-sno-rogue-amazon-drone-white-house,['drone']
10685,vclaim-sno-roku-secret-screen,['screen']
10686,vclaim-sno-role-model,['bush']
10687,vclaim-sno-roling-with-the-punches,['cruise']
10688,vclaim-sno-rolled-oaths,['daughter']
10689,vclaim-sno-roller-coaster-accident-video,['links']
10690,vclaim-sno-rollman-farms-sign,['photograph']
10691,vclaim-sno-romney-biden-daily-world,['romney']
10692,vclaim-sno-romney-votes-switched-obama,['votes']
10693,vclaim-sno-ron-howard-i-am-liberal-essay,"['howard', 'i', 'that', 'lot', 'it']"
10694,vclaim-sno-ron-howard-moon-hoax,"['howard', 'landing']"
10695,vclaim-sno-ron-paul-call-congress-psychopathic-authoritarians,['paul']
10696,vclaim-sno-ron-paul-vid-masks-dont-work,"['video', 'masks']"
10697,vclaim-sno-ronald-reagan-alzheimers-disease,"['reagan', 'he', 'he']"
10698,vclaim-sno-ronald-reagan-border-wall-idea,['reagan']
10699,vclaim-sno-ronald-reagan-casablanca,['reagan']
10700,vclaim-sno-ronald-reagan-demagogues-trade-war,"['reagan', 'who']"
10701,vclaim-sno-ronald-reagan-fairness-doctrine,['commission']
10702,vclaim-sno-ronald-reagan-fascism-liberalism,"['reagan', 'fascism', 'it']"
10703,vclaim-sno-ronald-reagan-golfing-1983-beirut-attack,['reagan']
10704,vclaim-sno-ronald-reagan-jacket-oval-office,['reagan']
10705,vclaim-sno-ronald-reagan-keep-voting-democrat,"['reagan', 'people', 'they', 'freedoms']"
10706,vclaim-sno-ronald-reagan-taliban-photo,"['photograph', 'reagan']"
10707,vclaim-sno-ronda-rousey-death-hoax,[]
10708,vclaim-sno-room-for-one-more,['dream']
10709,vclaim-sno-room-service,['school']
10710,vclaim-sno-roosevelt-answer-to-terrorism,['roosevelt']
10711,vclaim-sno-roosh-v-43-countries,['activist']
10712,vclaim-sno-root-beer-flavored-vape-juice,['photograph']
10713,vclaim-sno-root-canal-cancer,['research']
10714,vclaim-sno-roots-devils-tower,[]
10715,vclaim-sno-rope-a-dope,"['farmer', 'who']"
10716,vclaim-sno-rosanne-boyland-trampled-flag,['that']
10717,vclaim-sno-rose-garden-hedges-kkk,['hedges']
10718,vclaim-sno-roses-car-kentucky-sex-trafficking,['post']
10719,vclaim-sno-rosie-odonnell-arrested-bribery,[]
10720,vclaim-sno-rosie-odonnell-period-blood,"[""o'donnell"", 'i']"
10721,vclaim-sno-rothschild-family-wealth,['family']
10722,vclaim-sno-round-rock,['groups']
10723,vclaim-sno-roundabout-bridge,['photograph']
10724,vclaim-sno-rowan-atkinson-death-hoax,['atkinson']
10725,vclaim-sno-roy-moore-authored-a-textbook-which-argued-that-women-shouldnt-hold-political-office,"['moore', 'women']"
10726,vclaim-sno-roy-moore-doug-jones-and-more-votes-than-voters,['moore']
10727,vclaim-sno-roy-moore-muslims-serve-congress,['candidate']
10728,vclaim-sno-roy-moores-accusers-arrested-charged-falsification,[]
10729,vclaim-sno-royal-caribbeans-sinks-carnival-cruise,['vessel']
10730,vclaim-sno-royal-family-affair-rumors,[]
10731,vclaim-sno-royal-pains,"['letter', 'department']"
10732,vclaim-sno-royally-screwed,"['player', 'he']"
10733,vclaim-sno-rubber-band-home-invasion-warning,['photograph']
10734,vclaim-sno-rubber-bawl,['test']
10735,vclaim-sno-rubber-check,['tires']
10736,vclaim-sno-rubber-duck-armada,['photograph']
10737,vclaim-sno-rubio-god-needs-me,"['rubio', 'shooting', 'god', 'him']"
10738,vclaim-sno-ruby-freeman-arrested-by-fbi,['fbi']
10739,vclaim-sno-ruby-tuesday-closing,['tuesday']
10740,vclaim-sno-rudolph-red-nosed-reindeer,['mother']
10741,vclaim-sno-rudy-giuliani-banned-from-twitter-for-pizzagate-tweets,[]
10742,vclaim-sno-rudy-giuliani-disbarred,[]
10743,vclaim-sno-rudy-giuliani-hair-melt,"['photographs', 'dye']"
10744,vclaim-sno-ruin-nation,[]
10745,vclaim-sno-rumblr,['they']
10746,vclaim-sno-rumor-alert-biden-michigan-votes,['biden']
10747,vclaim-sno-rumor-alert-dominion-voting-systems-fraud-claims,['rumors']
10748,vclaim-sno-rumors-about-target,['rumors']
10749,vclaim-sno-rumors-of-war,['account']
10750,vclaim-sno-run-over-trump-protesters,"['video', 'car']"
10751,vclaim-sno-runs-of-luck,[]
10752,vclaim-sno-rupaul-claims-trump-touched-him,['rupaul']
10753,vclaim-sno-rush-compassion-welfare,"['limbaugh', 'liberals', 'conservatives', 'people']"
10754,vclaim-sno-rush-limbaugh-chelsea-clinton,['limbaugh']
10755,vclaim-sno-rush-limbaugh-covid-common-cold,"['limbaugh', 'i', 'coronavirus']"
10756,vclaim-sno-rush-limbaugh-draft,[]
10757,vclaim-sno-rush-limbaugh-marriage-children,"['limbaugh', 'marriage', 'that']"
10758,vclaim-sno-rush-limbaugh-medal-tarnished,['limbaugh']
10759,vclaim-sno-rush-limbaugh-michael-j-fox,"['limbaugh', 'fox']"
10760,vclaim-sno-rush-limbaugh-mock-aids-gays,"['limbaugh', 'that']"
10761,vclaim-sno-rush-limbaugh-nicotine-addictive,"['limbaugh', 'nicotine']"
10762,vclaim-sno-rush-limbaugh-racist-quotes,['list']
10763,vclaim-sno-rush-limbaugh-retire-cancer,['limbaugh']
10764,vclaim-sno-rush-limbaugh-troops-welfare-queens,['limbaugh']
10765,vclaim-sno-russell-johnson-zodiac-killer,[]
10766,vclaim-sno-russell-walker-candidate,"['walker', 'god']"
10767,vclaim-sno-russia-blue-dogs,[]
10768,vclaim-sno-russia-crash,['clip']
10769,vclaim-sno-russia-exosuit-syria-photo,['photograph']
10770,vclaim-sno-russia-hack-gps-uss-john-mccain,"['russia', 'gps', 'mccain']"
10771,vclaim-sno-russia-kompromat-jason-chaffetz,"['russia', 'which', 'he']"
10772,vclaim-sno-russia-military-disneyland,['russia']
10773,vclaim-sno-russia-paid-donald-trump-millions-of-dollars,"['news', 'trump']"
10774,vclaim-sno-russia-reached-saturn,['russians']
10775,vclaim-sno-russia-release-lions-coronavirus,"['russia', 'people']"
10776,vclaim-sno-russia-troops-us-borders,['thousands']
10777,vclaim-sno-russia-trump-coin,"['russia', 'we']"
10778,vclaim-sno-russia-warns-obama-monsanto,['putin']
10779,vclaim-sno-russian-asbestos-trump_face,['company']
10780,vclaim-sno-russian-billboard-features-trump-and-putin,"['photograph', ""'s"", 'world']"
10781,vclaim-sno-russian-crewlette,['editorial']
10782,vclaim-sno-russian-flag-texas-capitol,[]
10783,vclaim-sno-russian-laboratory-black-skin,['photograph']
10784,vclaim-sno-russian-law-firm-of-the-year,[]
10785,vclaim-sno-russian-paratroopers-ukraine,"['video', 'paratroopers']"
10786,vclaim-sno-russian-pilot-bridge-1965,['photograph']
10787,vclaim-sno-russian-reality-show-game2-winter-allows-rape-murder,['show']
10788,vclaim-sno-russian-scientists-discover-cure-homosexuality,"['researchers', 'that']"
10789,vclaim-sno-russian-sleep-experiment-orange-soda,['account']
10790,vclaim-sno-russian-soldiers-last-words,"['transcript', 'he']"
10791,vclaim-sno-russian-spy-ship-east-coast,[]
10792,vclaim-sno-russian-than-democrat-shirts,"['photograph', 'i']"
10793,vclaim-sno-russian-to-judgment,['forces']
10794,vclaim-sno-russian-tv-host-reports-on-plot-to-kill-trump,['kiselyov']
10795,vclaim-sno-russian-tv-trump-agent,[]
10796,vclaim-sno-russian-warship-us-navy,['mast']
10797,vclaim-sno-russian-woman-embalmed-alive-formalin-drip,[]
10798,vclaim-sno-russians-drill-nuclear-strike,['russians']
10799,vclaim-sno-russians-hacked-my-crowd,"['image', 'clinton']"
10800,vclaim-sno-russias-got-talent-accident,"['clip', 'contestant']"
10801,vclaim-sno-rutgers-grammar-racist,"['university', 'grammar']"
10802,vclaim-sno-ruth-bader-ginsburg-and-roe-v-wade,"['ginsburg', 'she']"
10803,vclaim-sno-ruth-bader-ginsburg-new-zealand,['ginsburg']
10804,vclaim-sno-ruth-bader-ginsburg-senates-job,"['ginsburg', 'nothing', 'that', 'that', 'president']"
10805,vclaim-sno-ruth-ginsburg-president-resign,['ginsburg']
10806,vclaim-sno-ruthless-ruth,['westheimer']
10807,vclaim-sno-ruyi-bridge-china-real,['video']
10808,vclaim-sno-ryan-gosling-on-fathers-day,['facebook']
10809,vclaim-sno-ryan-zinke-dead-elephant,"['photograph', 'zinke']"
10810,vclaim-sno-ryanaire,['ryan']
10811,vclaim-sno-sabrina-fair-allen,['girl']
10812,vclaim-sno-sabrina-pasterski-physics-girl,[]
10813,vclaim-sno-sacrifice-the-weak-sign-real,['picture']
10814,vclaim-sno-sad-sack,"['evans', 'that']"
10815,vclaim-sno-sadie-robertson-car-accident,[]
10816,vclaim-sno-sadiq-khan-video,"['video', 'khan']"
10817,vclaim-sno-safety-moment,"['images', 'hands', 'he']"
10818,vclaim-sno-safyre-terry-christmas-card,"['message', 'terry']"
10819,vclaim-sno-sag-harbored,[]
10820,vclaim-sno-sag-letter-president-trump,['trump']
10821,vclaim-sno-sagging-pants,[]
10822,vclaim-sno-saginaw-alert,[]
10823,vclaim-sno-sago-palm,['palm']
10824,vclaim-sno-sahara-desert-snowfall,['photographs']
10825,vclaim-sno-sailor-moon-cops-dirty-pigs,['clip']
10826,vclaim-sno-saint-corona-plagues,['corona']
10827,vclaim-sno-saint-patrick-twa-pygmy-ireland,"['patrick', 'who']"
10828,vclaim-sno-sajid-muhammed-anti-muslim-meme,"['meme', 'man']"
10829,vclaim-sno-salad-days,[]
10830,vclaim-sno-salary-cap,['legislators']
10831,vclaim-sno-salinger-write-nude,"['photograph', 'salinger']"
10832,vclaim-sno-sally-ann-ban,"['target', 'bellringers']"
10833,vclaim-sno-salt-lake-tribune-endorses-obama,[]
10834,vclaim-sno-salt-lamps-cure-everything,['they']
10835,vclaim-sno-salt-of-the-mirth,"['student', 'semen']"
10836,vclaim-sno-salt-shaker-jesus,"['photograph', 'salt', 'that']"
10837,vclaim-sno-salt-water-solution,[]
10838,vclaim-sno-salted-treat,['student']
10839,vclaim-sno-saltwater-crocodile-captured-in-long-island-sound-near-bridgeport,[]
10840,vclaim-sno-saluting-flag-twitter-photo,"['photograph', 'flag']"
10841,vclaim-sno-salvation-army-bellringers-sign-about-the-gays,"['photograph', 'group']"
10842,vclaim-sno-salvation-army,"['official', 'homosexuals']"
10843,vclaim-sno-sam-bish,[]
10844,vclaim-sno-sam-clovis-scientists-dumb,"['clovis', 'dinosaurs']"
10845,vclaim-sno-sam-elliott-endorse-biden,['elliott']
10846,vclaim-sno-samantha-bees-husband-school,"['husband', 'children']"
10847,vclaim-sno-same-girl-crying-now-oregon,['woman']
10848,vclaim-sno-same-old-slip,[]
10849,vclaim-sno-samira-ibrahim,"['kerry', 'who']"
10850,vclaim-sno-sams-club-jobs,['walmart']
10851,vclaim-sno-sams-flub,['sam']
10852,vclaim-sno-samsung-apple-nickels,['samsung']
10853,vclaim-sno-samsung-cellphone-stuck,"['woman', 'cellphone']"
10854,vclaim-sno-samsung-dog-skinning-machine,[]
10855,vclaim-sno-samsung-microchip,['samsung']
10856,vclaim-sno-samsung-smartphones-truck-explodes,['truck']
10857,vclaim-sno-samuel-l-jackson-rappers-tweet,['jackson']
10858,vclaim-sno-samuel-l-jackson-shooter-crazy-white-dude,"['jackson', 'he', 'shooter']"
10859,vclaim-sno-san-antonio-border-wall,['trump']
10860,vclaim-sno-san-antonio-ghost-tracks,['ghosts']
10861,vclaim-sno-san-antonio-theater-shooting,['officer']
10862,vclaim-sno-san-diego-rainmaker,['diego']
10863,vclaim-sno-san-francisco-lincoln-blm,"['district', 'lincoln']"
10864,vclaim-sno-san-francisco-school-washington,['board']
10865,vclaim-sno-san-francisco-shoplifting-video,['brazen']
10866,vclaim-sno-san-francisco-tech-assange,"['company', 'that']"
10867,vclaim-sno-san-francisco-voter-registration,['francisco']
10868,vclaim-sno-san-juan-mayor-misuse,[]
10869,vclaim-sno-sand-moving-like-water-desert,"['video', 'sand']"
10870,vclaim-sno-sandberg-facebook-capitol-riot,"['facebook', 'sandberg', 'i', 'events', 'that']"
10871,vclaim-sno-sanders-1978-resolution,['image']
10872,vclaim-sno-sanders-alien-reveal-pledge,"['sanders', 'he']"
10873,vclaim-sno-sanders-america-embrace-socialism,"['sanders', 'generations']"
10874,vclaim-sno-sanders-and-tlaib-shelves,['sanders']
10875,vclaim-sno-sanders-bank-speeches,"['sanders', 'he']"
10876,vclaim-sno-sanders-campaign-busing-youths-to-caucuses-and-primaries,['campaign']
10877,vclaim-sno-sanders-christianity-muslim-view,"['sanders', 'christianity']"
10878,vclaim-sno-sanders-civil-rights-photos,['photograph']
10879,vclaim-sno-sanders-dethrone-god-tweet,"['sanders', 'he']"
10880,vclaim-sno-sanders-english-only-huerta,['supporters']
10881,vclaim-sno-sanders-interns-minimum-wage,"['sanders', 'staff']"
10882,vclaim-sno-sanders-mlk-selma-march,['photograph']
10883,vclaim-sno-sanders-private-jet-menu,['sanders']
10884,vclaim-sno-sanders-tax-plan-52-percent,['plan']
10885,vclaim-sno-sanders-tax-social-security,"['sanders', 'he']"
10886,vclaim-sno-sanders-vermont-mansion,['photograph']
10887,vclaim-sno-sanders-voter-suppression-ny,['they']
10888,vclaim-sno-sanders-vs-clinton-delegate-count,['sanders']
10889,vclaim-sno-sandra-bullock-keanu-reeves,['reeves']
10890,vclaim-sno-sandra-bullock-ryan-gosling,['gosling']
10891,vclaim-sno-sandra-bullock-son,['son']
10892,vclaim-sno-sandra-bullock-trump-clinton,['bullock']
10893,vclaim-sno-sandra-day-oconnor-quote,"[""o'connor"", 'republicans']"
10894,vclaim-sno-sandy-highway-to-dubai-covid,['photograph']
10895,vclaim-sno-sandy-hook-exposed,['shootings']
10896,vclaim-sno-sanitary-pad-warning,[]
10897,vclaim-sno-santa-covid-exemption-ireland,['minister']
10898,vclaim-sno-santa-cross,['store']
10899,vclaim-sno-santa-suit,[]
10900,vclaim-sno-santas-canadian-postal-code,['code']
10901,vclaim-sno-santas-phone-number,['number']
10902,vclaim-sno-santiago-flight-513-wormhole,['airliner']
10903,vclaim-sno-santorini-vacation-giveaway,['page']
10904,vclaim-sno-sarah-huckabee-sanders-aunt-lydia,['sanders']
10905,vclaim-sno-sarah-huckabee-sanders-kkk-robe-halloween,"['photograph', 'sanders']"
10906,vclaim-sno-sarah-huckabee-sanders-replaced,['sanders']
10907,vclaim-sno-sarah-huckabee-sanders-voted-among-admired-women-united-states,[]
10908,vclaim-sno-sarah-jeong-leukemia-tweet,"['jeong', 'she', 'she', 'he']"
10909,vclaim-sno-sarah-palin-arabic-numerals,['palin']
10910,vclaim-sno-sarah-palin-blames-mexican-muslims,['palin']
10911,vclaim-sno-sarah-palin-calls-boycott-mall-america-santa-always-white-bible,"['palin', 'mall']"
10912,vclaim-sno-sarah-palin-coma-accident,[]
10913,vclaim-sno-sarah-palin-lewd-comments,"['palin', 'men']"
10914,vclaim-sno-sarah-palin-lyme-disease,"['palin', 'obamacare', 'people', 'people']"
10915,vclaim-sno-sarah-palin-nato-quote,"['palin', 'nato', 'they', 'america']"
10916,vclaim-sno-sarah-palin-russia-house,"['palin', 'i']"
10917,vclaim-sno-sarah-palin-slavery-quote,"['palin', 'america', 'negroes']"
10918,vclaim-sno-sarah-sanders-roseanne-barr-job,"['secretary', 'sanders']"
10919,vclaim-sno-sarah-sanders-trump-tax-returns-obama-conspiracy-theories,"['sanders', 'nobody']"
10920,vclaim-sno-sarah-silverman-killing-jesus,"['silverman', 'i', 'jews', 'i']"
10921,vclaim-sno-sargento-recall-fake-news,['it']
10922,vclaim-sno-sasha-grey-dead,[]
10923,vclaim-sno-sasha-malia-obama-dress,['taxpayers']
10924,vclaim-sno-sasha-obama-drive-by-shootout,[]
10925,vclaim-sno-sasha-obama-just-crashed-her-expensive-new-car-into-a-lake,['obama']
10926,vclaim-sno-sasha-obama-school-rant,['she']
10927,vclaim-sno-sasha-obama-shoplifting-ring,[]
10928,vclaim-sno-sat-square,['who']
10929,vclaim-sno-satan-weeknds-super-bowl-halftime,"['video', 'name', 'satan']"
10930,vclaim-sno-satanic-dungeon-chuck-e-cheese,['police']
10931,vclaim-sno-satanic-sketches,['schools']
10932,vclaim-sno-satanic-temple-missouri-abortion,"['member', 'law', 'that', 'life']"
10933,vclaim-sno-satans-choice,"['onlookers', 'stranger', 'dancing']"
10934,vclaim-sno-satellite-image-diwali,['photograph']
10935,vclaim-sno-saturday-night-live-cancelled,[]
10936,vclaim-sno-saturn-close-to-earth-meme,['saturn']
10937,vclaim-sno-saudi-arabia-beheads-robot,"['mob', 'robot']"
10938,vclaim-sno-saudi-arabia-eases-guardianship-rules-against-women,"['salman', 'women']"
10939,vclaim-sno-saudi-arabia-sandfalls,['video']
10940,vclaim-sno-saudi-billionaire-buford-wyoming,['billionaire']
10941,vclaim-sno-saudi-female-activist-execution,['authorities']
10942,vclaim-sno-saudi-man-buy-2-airbus-a350s,['man']
10943,vclaim-sno-saudi-scientists-women,"['scientists', 'theyhad', 'women']"
10944,vclaim-sno-saul-alinsky-dedicated-rules-for-radicals-to-lucifer,['alinsky']
10945,vclaim-sno-save-the-chimps,[]
10946,vclaim-sno-save-the-planet-with-a-small-car,['photograph']
10947,vclaim-sno-save-toby,['fellow']
10948,vclaim-sno-saved-whale-says-thanks,['photograph']
10949,vclaim-sno-savings-bonds-refunds,[]
10950,vclaim-sno-say-a-little-prayer-for-me,['child']
10951,vclaim-sno-say-no-to-et,"['m&ms', 'one', 'who']"
10952,vclaim-sno-say-what-barack,['editorial']
