,ver_claim_ids,ver_claim_encodings
12810,vclaim-sno-trump-eo-seize-assets,"[ 0.05123835  0.14878862  0.04648526 ...  0.12743402 -0.00786007
  0.0553954 ]"
12811,vclaim-sno-trump-eo-vaccine-ban,"[ 0.05123835  0.14031449 -0.00285003 ...  0.10385171 -0.03814262
  0.10933308]"
12812,vclaim-sno-trump-epstein-maralago-meme,"[ 0.09885293  0.14859828  0.06778225 ...  0.00169655 -0.03814262
  0.17744054]"
12813,vclaim-sno-trump-ever-voted-by-mail,"[ 0.1349078   0.164335    0.06969205 ...  0.00529631 -0.03814262
  0.1887704 ]"
12814,vclaim-sno-trump-executive-order-biden,"[ 0.05111168  0.17644139  0.07600536 ... -0.03926747 -0.03814262
  0.20952722]"
12815,vclaim-sno-trump-executive-order-retired-air-force-pilots,[0.05653374 0.17534278 0.039477   ... 0.05606219 0.00455811 0.09170843]
12816,vclaim-sno-trump-face-mask-ford,"[ 0.06426426  0.16053855  0.15835282 ...  0.04476624 -0.03814262
  0.16595526]"
12817,vclaim-sno-trump-facebook-suspension,"[ 0.1101367   0.16371252  0.12076072 ...  0.04448506 -0.03814262
  0.20208977]"
12818,vclaim-sno-trump-fail-to-denounce-qanon,[0.10865492 0.15496846 0.12375998 ... 0.06688508 0.         0.1610713 ]
12819,vclaim-sno-trump-faith-based-initiative,"[ 0.04375806  0.14302734  0.04214951 ...  0.01766413 -0.03814262
  0.16882765]"
12820,vclaim-sno-trump-fake-time-covers,"[ 0.10579351  0.13519512  0.07345661 ...  0.11527637 -0.03814262
  0.1900045 ]"
12821,vclaim-sno-trump-family-donation-border-wall,"[ 0.03511695  0.19075793  0.0717011  ...  0.02093175 -0.03814262
  0.11777813]"
12822,vclaim-sno-trump-fans-racist-bitch-shirts,"[ 0.12312658  0.15238045  0.20791343 ...  0.11924411 -0.03814262
  0.17734043]"
12823,vclaim-sno-trump-fans-volunteer-for-duty,"[ 0.09290557  0.18623172  0.16272244 ...  0.05681237 -0.03814262
  0.16067836]"
12824,vclaim-sno-trump-farm-water-e-coli,[0.09716656 0.22447525 0.2507683  ... 0.06602003 0.0945032  0.12120732]
12825,vclaim-sno-trump-fcc-alert-system,[0.09525274 0.08264522 0.10188906 ... 0.0015786  0.0234688  0.10970625]
12826,vclaim-sno-trump-fdr_bunker,"[ 0.08625026  0.08199476  0.11322988 ... -0.00183648 -0.03742267
  0.15515345]"
12827,vclaim-sno-trump-federal-aid-california,"[ 0.09565539  0.16310129  0.01591008 ...  0.05096278 -0.02716878
  0.08203375]"
12828,vclaim-sno-trump-federal-pay-raise-cut,"[ 0.07817028  0.164335    0.13627811 ... -0.01198146 -0.00403616
  0.15791745]"
12829,vclaim-sno-trump-federal-troops-chicago,"[ 0.133234    0.13100636  0.0960906  ...  0.14073463 -0.02948221
  0.09869094]"
12830,vclaim-sno-trump-fema-order-california-wildfires,[0.04747109 0.16466671 0.04487224 ... 0.01451027 0.00533371 0.1592256 ]
12831,vclaim-sno-trump-filed-reelection-stop-political-speech-nonprofits,"[ 0.05123835  0.08581586  0.00607371 ...  0.11510226 -0.03814262
  0.1001758 ]"
12832,vclaim-sno-trump-financial-interests-saudi-arabia,"[ 0.14529175  0.06503011  0.06408385 ...  0.02567695 -0.03615915
  0.05891427]"
12833,vclaim-sno-trump-fine-stealing-veterans,"[ 0.08513893  0.1824993   0.02029769 ...  0.02741835 -0.03814262
  0.16746996]"
12834,vclaim-sno-trump-finger-gesture-astronaut,"[ 0.07817028  0.164335    0.11024079 ... -0.01026873  0.02672197
  0.1941623 ]"
12835,vclaim-sno-trump-fire-all-politically-appointed-ambassadors-unprecedented,"[ 0.05444108  0.10172878  0.04466163 ... -0.03926747  0.06314366
  0.19125938]"
12836,vclaim-sno-trump-fire-gay-workers,"[ 0.04608235  0.13183327  0.05332527 ... -0.02822805 -0.03814262
  0.17426726]"
12837,vclaim-sno-trump-fire-pandemic-team,"[ 0.10355435  0.15681115  0.09464529 ...  0.01042275 -0.02119507
  0.05327837]"
12838,vclaim-sno-trump-fired-cecil-gaines,[0.08310031 0.15411039 0.05239749 ... 0.         0.         0.09171415]
12839,vclaim-sno-trump-first-western-wall,"[ 0.06576959  0.1563118   0.03302398 ... -0.03727053 -0.03814262
  0.11331552]"
12840,vclaim-sno-trump-fist-pump-911,"[ 0.05682091  0.06331453  0.10448699 ...  0.05010692 -0.02581964
  0.08889876]"
12841,vclaim-sno-trump-fistpump-cancer-greeting,"[ 0.05882221  0.11624986  0.11159677 ...  0.02039544 -0.01358004
  0.07970523]"
12842,vclaim-sno-trump-flag-american-flag-capitol,"[ 0.09261139  0.13438949  0.08233961 ...  0.03045707 -0.00387329
  0.0569167 ]"
12843,vclaim-sno-trump-flag-symbol-love,"[ 0.06265743  0.09685437  0.11272778 ... -0.03034328 -0.03814262
  0.15329826]"
12844,vclaim-sno-trump-flag-wrong-color,"[ 0.05933271  0.26917654  0.10994573 ...  0.05045579 -0.02774808
  0.19345573]"
12845,vclaim-sno-trump-flies-sick-boy,"[ 0.07681302  0.15628508  0.10442599 ...  0.04217901 -0.0158856
  0.17953184]"
12846,vclaim-sno-trump-floatie-breathe-protesters,"[ 0.01981361  0.06295554  0.17561574 ... -0.02394076 -0.03814262
 -0.02401656]"
12847,vclaim-sno-trump-flushing-toilets,[0.0467098  0.19962576 0.10547432 ... 0.10606557 0.0773622  0.21197164]
12848,vclaim-sno-trump-food-assistance-700000,"[ 0.10028622  0.15244128  0.07516786 ...  0.09482975 -0.03814262
  0.04584595]"
12849,vclaim-sno-trump-forehead-tattoo,"[ 0.15872553  0.03996223  0.22037926 ...  0.07831589 -0.03814262
  0.11161487]"
12850,vclaim-sno-trump-foreign-students-tweet,"[ 0.12513876  0.13263996  0.05006411 ...  0.03845879 -0.03814262
  0.20407845]"
12851,vclaim-sno-trump-funeral-apostles-creed,"[ 0.05123835  0.07071213  0.015874   ...  0.02847524 -0.03814262
  0.11913531]"
12852,vclaim-sno-trump-g7-no-notes,"[ 0.05444108  0.06276035  0.06264366 ... -0.0313164  -0.003907
  0.1888963 ]"
12853,vclaim-sno-trump-gamble-court-case,[0.0494742  0.11821841 0.14714864 ... 0.         0.         0.13190946]
12854,vclaim-sno-trump-generals-tom-cruise,[0.07169902 0.13398491 0.0842682  ... 0.06567682 0.         0.1862814 ]
12855,vclaim-sno-trump-george-floyd-great-day,[0.04358261 0.22295165 0.16400011 ... 0.10570583 0.00202772 0.18372224]
12856,vclaim-sno-trump-george-soros-go-to-hell,"[ 0.10167456  0.13093291  0.06436353 ... -0.03926747  0.05080502
  0.15330689]"
12857,vclaim-sno-trump-georgia-runoff,[0.1041209  0.20200244 0.09212814 ... 0.02658641 0.01212446 0.1219245 ]
12858,vclaim-sno-trump-ghislaine-maxwell-briefing,[0.09097913 0.16622454 0.02555563 ... 0.06770711 0.00138944 0.20743461]
12859,vclaim-sno-trump-give-1-million-bahamas,"[ 0.07817028  0.19383834  0.05900971 ...  0.01220315 -0.03814262
  0.19759281]"
12860,vclaim-sno-trump-golf-rallies-coronavirus,"[ 0.07817028  0.164335    0.12138414 ...  0.11804412 -0.03814262
  0.19485724]"
12861,vclaim-sno-trump-golf-simulator,"[ 0.03705068  0.14418252  0.01676054 ... -0.03926747 -0.00199543
  0.19011456]"
12862,vclaim-sno-trump-goodyear-tweet,"[ 0.11235335  0.13925722  0.14423065 ...  0.07514946 -0.01699431
  0.16438611]"
12863,vclaim-sno-trump-governors-covid-19,"[ 0.11944853  0.164335    0.1604137  ...  0.06201313 -0.01613
  0.20036054]"
12864,vclaim-sno-trump-governors-supplies,"[ 0.07817028  0.164335    0.06611556 ... -0.02017505 -0.0316751
  0.18765223]"
12865,vclaim-sno-trump-hannity-usps,[0.12982461 0.164335   0.1511783  ... 0.         0.         0.20335594]
12866,vclaim-sno-trump-happy-easter-radical-left,"[ 0.14602399  0.17568946  0.04589017 ...  0.04878092 -0.03814262
  0.19102623]"
12867,vclaim-sno-trump-haters-supporters-flags,"[ 0.11235335  0.14885733  0.10468236 ...  0.12055765 -0.03814262
  0.11682705]"
12868,vclaim-sno-trump-health-deteriorating-pressures,"[ 0.09527414  0.18335111  0.15083225 ... -0.03062208  0.05078859
  0.16723287]"
12869,vclaim-sno-trump-healthcare-lesley-stahl,"[ 0.05862437  0.22534774  0.07015248 ...  0.08759567 -0.03814262
  0.16902173]"
12870,vclaim-sno-trump-hitler-heritage-tweet,"[ 0.04763883  0.07589838  0.11004244 ...  0.06837828 -0.03814262
  0.07322687]"
12871,vclaim-sno-trump-hitler-mein-kampf,"[ 0.05885754  0.09647115  0.08071192 ... -0.01301306 -0.03814262
  0.20404792]"
12872,vclaim-sno-trump-hold-bible-upside-down,[0.09878292 0.164335   0.08286321 ... 0.03287745 0.00065642 0.20011732]
12873,vclaim-sno-trump-holding-jesus-king-shirt,"[ 0.06426426  0.16053855  0.16041581 ...  0.04940993 -0.03814262
  0.19101448]"
12874,vclaim-sno-trump-hotel-anti-cnn-petitions,"[ 0.1198219   0.12349514  0.06858245 ...  0.01582721 -0.02581757
  0.05677628]"
12875,vclaim-sno-trump-hotel-price-hike-march-4,"[ 0.04244815  0.21643426  0.17887604 ...  0.04218363 -0.00641732
  0.16215815]"
12876,vclaim-sno-trump-hotels-lease-violation-action-alert,"[ 0.07970885  0.13302599  0.09809181 ...  0.05149228 -0.0071668
  0.16164811]"
12877,vclaim-sno-trump-hunting-bald-eagles,"[ 0.08103742  0.12549439  0.03738721 ...  0.00392932 -0.03814262
  0.12390994]"
12878,vclaim-sno-trump-if-soldiers-were-real-patriots,"[ 0.11059014  0.15903346  0.01952566 ... -0.03926747 -0.03814262
  0.1116368 ]"
12879,vclaim-sno-trump-immigration-order-obama,"[ 0.12165516  0.15654175  0.06073103 ... -0.00696648 -0.03798597
  0.09453352]"
12880,vclaim-sno-trump-impeach-market-crash,"[ 0.05123835  0.08598816  0.0893764  ...  0.00700681 -0.03814262
  0.1352718 ]"
12881,vclaim-sno-trump-impeachment-air-force-one,"[ 0.1101367   0.16371252  0.04660461 ...  0.00047903 -0.03222437
  0.20214045]"
12882,vclaim-sno-trump-impeachment-dow-jones,"[ 0.10138589  0.13479602  0.06822687 ...  0.13519    -0.03814262
  0.20173167]"
12883,vclaim-sno-trump-impeachment-misspelling,"[ 0.11535928  0.16371252  0.1173984  ... -0.03447345 -0.03814262
  0.16617754]"
12884,vclaim-sno-trump-impeachment-votes,"[ 0.07817028  0.164335    0.02112808 ...  0.01509992 -0.03814262
  0.18255866]"
12885,vclaim-sno-trump-impeachment-witness-die,"[ 0.1275234   0.12458687  0.10086472 ...  0.02895709 -0.03814262
  0.17734043]"
12886,vclaim-sno-trump-inappropriate-comment-daughter-tiffany,"[ 0.08719911  0.11643914  0.19774716 ...  0.06098139 -0.03726706
  0.20211221]"
12887,vclaim-sno-trump-inaugural-address-plagiarism,"[ 0.05600442  0.13283911  0.09361172 ...  0.08444196 -0.01884329
  0.2085006 ]"
12888,vclaim-sno-trump-inauguration-viewership,"[ 0.06622034  0.1282474   0.14779209 ...  0.06308959 -0.03814262
  0.17708622]"
12889,vclaim-sno-trump-inherit-depleted-military,"[ 0.07817028  0.164335    0.05373908 ... -0.03926747 -0.03814262
  0.1779233 ]"
12890,vclaim-sno-trump-insult-minorities-disabilities-twitter,"[ 0.10415003  0.15600322  0.10805798 ...  0.05841183 -0.03814262
  0.16901493]"
12891,vclaim-sno-trump-intelligence-quote,"[ 0.05123835  0.08598816  0.05736545 ... -0.03926747 -0.03814262
  0.12686755]"
12892,vclaim-sno-trump-iran-tweets-obama,"[ 0.09005893  0.12488057  0.07243702 ...  0.05725931 -0.03814262
  0.21110596]"
12893,vclaim-sno-trump-ireland-tax,"[ 0.05096443  0.17456192  0.10262811 ...  0.1687135  -0.005453
 -0.02892261]"
12894,vclaim-sno-trump-israel-cancer-patient,[0.0699842  0.15392217 0.04227361 ... 0.10056929 0.04197608 0.07977498]
12895,vclaim-sno-trump-italy-ally-ancient-times,"[ 0.06254876  0.17748187  0.02651395 ...  0.07793285 -0.03814262
  0.17207386]"
12896,vclaim-sno-trump-italy-mozzarella-president,[0.07867205 0.16371776 0.02797656 ... 0.07793285 0.         0.17281131]
12897,vclaim-sno-trump-ivanka-chametz,"[ 0.04384131  0.12228915  0.04976854 ...  0.07637809 -0.03814262
  0.20182092]"
12898,vclaim-sno-trump-jr-impeached-deplorable,"[ 0.11108147  0.16296716  0.11795973 ... -0.03926747 -0.03814262
  0.19374354]"
12899,vclaim-sno-trump-jr-rush-limbaugh,"[ 0.11602589  0.15980032  0.12714314 ... -0.0273992  -0.03814262
  0.18896437]"
12900,vclaim-sno-trump-jr-women-rape,"[ 0.09623397  0.16296716  0.18353371 ... -0.02769169 -0.03814262
  0.20029736]"
12901,vclaim-sno-trump-jr-women-workforce,"[ 0.06984298  0.15980032  0.08020381 ...  0.10212459 -0.03607383
  0.19096613]"
12902,vclaim-sno-trump-juneteenth-famous,"[ 0.04384131  0.11643914  0.07524244 ...  0.01830473 -0.03814262
  0.20260751]"
12903,vclaim-sno-trump-just-raided-epa,"[ 0.08220242  0.21546209  0.04089331 ...  0.01325668 -0.00413588
  0.01785871]"
12904,vclaim-sno-trump-kansas-city-tweet,"[ 0.05123835  0.07698853  0.0265427  ... -0.03926747 -0.03814262
  0.11482953]"
12905,vclaim-sno-trump-kissing-epstein-photo,"[ 0.12505463  0.16053855  0.12412977 ...  0.03065011 -0.03814262
  0.15197815]"
12906,vclaim-sno-trump-kkk-cross-burning,"[ 0.05688643  0.14408575  0.0774614  ...  0.04194863 -0.03814262
  0.20354483]"
12907,vclaim-sno-trump-kushner-qatar,[0.19361162 0.12847783 0.10313278 ... 0.10844483 0.01024089 0.18580501]
12908,vclaim-sno-trump-laugh-immigrants-shot,"[ 0.0901574   0.164335    0.07841212 ... -0.02537373 -0.03814262
  0.19990918]"
12909,vclaim-sno-trump-laziness-is-a-trait-in-blacks,"[ 0.08569159  0.09647115  0.08497799 ... -0.03926747 -0.03814262
  0.19118853]"
12910,vclaim-sno-trump-leaks-classified-info,[0.14727174 0.16020739 0.10473908 ... 0.07602298 0.06089378 0.19184975]
12911,vclaim-sno-trump-leave-office,"[ 0.07817028  0.164335    0.04175184 ...  0.05876989 -0.03814262
  0.20282495]"
12912,vclaim-sno-trump-legal-team-four-seasons,"[ 0.10514997  0.2027141   0.06474735 ...  0.1527817  -0.03814262
  0.04339113]"
12913,vclaim-sno-trump-legally-blonde-speech,"[ 0.09049923  0.13985905  0.0607706  ...  0.02518007 -0.02913133
  0.12454211]"
12914,vclaim-sno-trump-letter-schumer,"[ 0.09295573  0.11484251  0.12229965 ... -0.03926056 -0.03814262
  0.09932002]"
12915,vclaim-sno-trump-letter-to-erdogan-turkey,"[ 0.08213594  0.11484251  0.28027886 ... -0.03926747 -0.03150182
  0.10236748]"
12916,vclaim-sno-trump-letters-succuess,[0.03086268 0.13273112 0.09590712 ... 0.00983172 0.03157252 0.08651407]
12917,vclaim-sno-trump-library-of-congress,"[ 0.09983912  0.09199437  0.02640914 ... -0.01011848 -0.00599405
  0.1835108 ]"
12918,vclaim-sno-trump-lincoln-dishonest,"[ 0.05779026  0.12960559  0.05580407 ... -0.01645804 -0.03814262
  0.20283996]"
12919,vclaim-sno-trump-literally-saved-christianity,"[ 0.05826257  0.1504402   0.05086028 ...  0.02128325 -0.03814262
  0.17814605]"
12920,vclaim-sno-trump-live-let-die-song-mask,[0.13187286 0.15180914 0.15181884 ... 0.07823566 0.         0.17540146]
12921,vclaim-sno-trump-london-street,"[ 0.09130738  0.11577735  0.12911575 ... -0.01596099  0.01796005
  0.18084168]"
12922,vclaim-sno-trump-lose-followers-first-time,"[ 0.0649773   0.18005528  0.15211037 ...  0.06373316 -0.03814262
  0.18366285]"
12923,vclaim-sno-trump-loser-of-the-year,"[ 0.14852102  0.16934359  0.07360952 ...  0.03837601 -0.03814262
  0.1714109 ]"
12924,vclaim-sno-trump-love-poorly-educated,"[ 0.05861263  0.06740788  0.0844538  ... -0.03926747 -0.03814262
  0.20008251]"
12925,vclaim-sno-trump-madame-tussauds-golf-election,"[ 0.09552706  0.1442687   0.13886254 ... -0.00460321 -0.03814262
  0.1799516 ]"
12926,vclaim-sno-trump-made-america-the-best-sign,"[ 0.13592507  0.0645918   0.10448699 ...  0.10839655 -0.03814262
  0.09434771]"
12927,vclaim-sno-trump-madonna-maradona,"[ 0.0986336   0.164335    0.15088198 ...  0.04433936 -0.03814262
  0.17954135]"
12928,vclaim-sno-trump-makeup-tan-photo,"[ 0.05911936  0.11323008  0.18615146 ...  0.18476287 -0.0129736
  0.18936539]"
12929,vclaim-sno-trump-manson-image-real,"[ 0.08416253  0.20515369  0.1150836  ... -0.02285128 -0.02224153
  0.1673365 ]"
12930,vclaim-sno-trump-manson-pardon,"[ 0.11747667  0.12243164  0.14418449 ... -0.03903815 -0.03814262
  0.13311647]"
12931,vclaim-sno-trump-many-per-capitas,[0.08987365 0.12180725 0.08579526 ... 0.08698019 0.03135522 0.11100791]
12932,vclaim-sno-trump-maralago-flagpole,"[ 0.10358988  0.14360169  0.09044307 ...  0.05309132 -0.03814262
  0.15529534]"
12933,vclaim-sno-trump-marine-one-photo,"[ 0.05682091  0.15360755  0.10448699 ...  0.0714332  -0.03814262
  0.05254678]"
12934,vclaim-sno-trump-marines-hat,"[ 0.16274507  0.1869148   0.16723157 ...  0.03841841 -0.03814262
  0.16299282]"
12935,vclaim-sno-trump-martial-law-imminent,"[ 0.09358031  0.17948961  0.092073   ...  0.06264704 -0.03814262
  0.19011849]"
12936,vclaim-sno-trump-mask-below-his-nose,"[ 0.07429299  0.16053855  0.17422588 ...  0.03973669 -0.03814262
  0.17815107]"
12937,vclaim-sno-trump-mattis-mad-dog,"[ 0.07817028  0.164335    0.11528957 ...  0.02084827 -0.03814262
  0.20723994]"
12938,vclaim-sno-trump-meals-on-wheels,"[ 0.08346193  0.18477377  0.03930172 ...  0.07275698 -0.00738502
  0.18582915]"
12939,vclaim-sno-trump-memo-transgender-people,[0.0666106  0.12377743 0.1473978  ... 0.08009293 0.00217105 0.04925049]
12940,vclaim-sno-trump-memorial-day-tweet,"[ 0.0685505   0.13621692  0.04934201 ...  0.03533794 -0.01979077
  0.15532538]"
12941,vclaim-sno-trump-mexicans-peachy-cool-arrow,"[ 0.07817028  0.164335    0.07235405 ... -0.03887424 -0.03486503
  0.19984382]"
12942,vclaim-sno-trump-michelle-obama-11-billion,"[ 0.07746872  0.11643914  0.04688929 ... -0.01341829 -0.03814262
  0.16424373]"
12943,vclaim-sno-trump-michigan-man-year-award,"[ 0.07817028  0.19725265  0.02392467 ...  0.24603644 -0.03562239
  0.1933335 ]"
12944,vclaim-sno-trump-military-ammunition,"[ 0.07817028  0.164335   -0.01831073 ...  0.00119418 -0.03814262
  0.18629523]"
12945,vclaim-sno-trump-military-coup-photo,"[ 0.15011977  0.15780759  0.06205049 ...  0.00881457 -0.02483734
  0.18442668]"
12946,vclaim-sno-trump-military-inaugural-parade,"[ 0.08069054  0.09788659  0.03505951 ...  0.10308683 -0.03814262
  0.18043183]"
12947,vclaim-sno-trump-military-parade,"[ 0.0895013   0.12528463 -0.00158808 ...  0.03957773 -0.03814262
  0.05400144]"
12948,vclaim-sno-trump-military-votes-florida,[0.09177706 0.14478372 0.09533987 ... 0.10780942 0.03452234 0.18715586]
12949,vclaim-sno-trump-misleading-russian-blackmail,"[ 0.14325024  0.07856683  0.03538405 ...  0.03830466 -0.03814262
  0.10122769]"
12950,vclaim-sno-trump-mob-capitol,"[ 0.06321282  0.18658738  0.08714458 ...  0.04171329 -0.01370004
  0.09207724]"
12951,vclaim-sno-trump-mocking-jesus-hate-crime,"[ 7.8170277e-02  1.6433500e-01  7.5664505e-02 ... -2.0690465e-02
 -9.9467667e-05  1.7224789e-01]"
12952,vclaim-sno-trump-mocks-trudeau-celebrating-thanksgiving-six-weeks-early,"[ 0.14197557  0.21367793  0.05758458 ...  0.28031716 -0.03814262
  0.12060472]"
12953,vclaim-sno-trump-moderna-stock,"[ 0.11831624  0.15021697  0.10533383 ...  0.00927613 -0.03814262
  0.19199932]"
12954,vclaim-sno-trump-more-popular-than-fried-chicken,"[ 0.10905637  0.13637826  0.24503702 ...  0.1514245  -0.03611163
  0.21022834]"
12955,vclaim-sno-trump-more-testing-look-bad,"[ 0.07817028  0.164335    0.13700838 ...  0.08158622 -0.00752975
  0.1999126 ]"
12956,vclaim-sno-trump-mouth-musical-instrument,"[ 0.04141114  0.09616431  0.05890238 ...  0.01957975 -0.03196786
  0.18523063]"
12957,vclaim-sno-trump-murder-carolyn-gombell,"[ 0.08094919  0.05976951  0.16160907 ... -0.03667576 -0.03814262
  0.18651246]"
12958,vclaim-sno-trump-my-blood-is-the-vaccine,"[ 0.07817028  0.164335    0.06535541 ...  0.02102782 -0.02014941
  0.19912963]"
12959,vclaim-sno-trump-my-crimes-investigated,[0.04610839 0.16007692 0.03838123 ... 0.         0.00234009 0.16175704]
12960,vclaim-sno-trump-national-guard-troops-hotel,[0.1101367  0.16371252 0.0924678  ... 0.09992611 0.         0.18547785]
12961,vclaim-sno-trump-native-american-bureau-indian-affairs,"[ 0.04384131  0.11852887  0.0724562  ...  0.00113237 -0.03685916
  0.1855603 ]"
12962,vclaim-sno-trump-navajo-twitter,"[ 0.11152938  0.11691857  0.0646225  ...  0.09808499 -0.0273466
  0.11933579]"
12963,vclaim-sno-trump-negro-census,"[ 0.09387949  0.15462331  0.13923086 ... -0.00949417 -0.03814262
  0.08106098]"
12964,vclaim-sno-trump-new-bot-followers,"[ 0.12876442  0.22081223  0.0802979  ...  0.25517294 -0.03814262
  0.20903157]"
12965,vclaim-sno-trump-new-high-school-text,"[ 0.05602153  0.11614777  0.1022826  ...  0.01888374 -0.03416631
  0.17493962]"
12966,vclaim-sno-trump-nfl-lawsuit,"[ 0.07770333  0.12110311  0.07909486 ... -0.01427399 -0.03814262
  0.15811437]"
12967,vclaim-sno-trump-nixon-attack-the-presss,[0.08759802 0.13550098 0.07545784 ... 0.0813956  0.00132284 0.18345684]
12968,vclaim-sno-trump-nj-rally-trash,"[ 0.10272229  0.08865263  0.07469702 ...  0.03749213 -0.03814262
  0.10458763]"
12969,vclaim-sno-trump-no-wash-trick,"[ 0.05444108  0.08546671  0.10669821 ...  0.09325545 -0.02362177
  0.18006723]"
12970,vclaim-sno-trump-noble-prize-tweets,"[ 0.07998703  0.164335    0.06885138 ... -0.00560403 -0.0086303
  0.20319055]"
12971,vclaim-sno-trump-nobody-likes-me,[0.09330208 0.164335   0.0382523  ... 0.01555532 0.0204159  0.20948683]
12972,vclaim-sno-trump-nominated-nobel-prize,"[ 0.08237954  0.164335    0.02128086 ...  0.06868351 -0.02432419
  0.19229029]"
12973,vclaim-sno-trump-nominating-dr-oz-presidential-council-sport-fitness-nutrition,[0.06891256 0.1316732  0.04094469 ... 0.04764305 0.1068214  0.11409836]
12974,vclaim-sno-trump-northam-abortion-execute,"[ 0.0350193   0.09580162  0.06589481 ...  0.10954105 -0.03814262
  0.14673012]"
12975,vclaim-sno-trump-not-a-fan-of-vietnam-war,"[ 0.08789444  0.164335    0.00116766 ... -0.02939246 -0.03814262
  0.19018437]"
12976,vclaim-sno-trump-nuke-hurricanes,"[ 0.08237954  0.164335    0.05527899 ...  0.11468515 -0.02312776
  0.19955824]"
12977,vclaim-sno-trump-nullify-quran-oaths,"[ 0.05123835  0.08800866  0.05938928 ...  0.0126557  -0.02198806
  0.13246082]"
12978,vclaim-sno-trump-obama-bin-laden,"[ 0.1190339   0.12181311  0.14905737 ...  0.01303777 -0.03814262
  0.18591456]"
12979,vclaim-sno-trump-obama-cleaning-staff-drugs,"[ 0.05123835  0.11624986  0.1286285  ... -0.00277869 -0.0256727
  0.08091109]"
12980,vclaim-sno-trump-obama-ebola-tweet,"[ 0.14395392  0.14667374  0.09738465 ...  0.04874872 -0.03814262
  0.20166755]"
12981,vclaim-sno-trump-obama-emoluments,"[ 0.07817028  0.164335    0.08351973 ... -0.00814904 -0.03803312
  0.19986008]"
12982,vclaim-sno-trump-obama-golf,"[ 0.08357767  0.2105826   0.12192295 ...  0.23578934 -0.03814262
  0.12884705]"
12983,vclaim-sno-trump-obama-highway-name-change,[0.05890295 0.13302386 0.07990562 ... 0.0151726  0.         0.18825543]
12984,vclaim-sno-trump-obama-nfl-tweet,"[ 0.04349188  0.13852316  0.01863074 ... -0.03926747 -0.03814262
  0.16169348]"
12985,vclaim-sno-trump-obama-plane,[0.1101367  0.14089113 0.07698116 ... 0.03829267 0.01881102 0.1866366 ]
12986,vclaim-sno-trump-obama-salary-donations,[0.06392637 0.15707983 0.04671511 ... 0.12494355 0.         0.1916523 ]
12987,vclaim-sno-trump-obamacare-advertising-enrollment,"[ 0.03175427  0.17157045  0.1540053  ...  0.18829429 -0.03814262
  0.08248357]"
12988,vclaim-sno-trump-odd-shaped-motorcade,"[ 0.11235335  0.11075941  0.10468236 ...  0.068099   -0.03814262
  0.08895385]"
12989,vclaim-sno-trump-office-former-president,[0.1101367  0.16371252 0.05093585 ... 0.10581966 0.00612533 0.19565071]
12990,vclaim-sno-trump-official-statue-liberty,"[ 0.05232237  0.09120129  0.10320543 ...  0.02830341 -0.02107545
  0.07245748]"
12991,vclaim-sno-trump-oldies-die-tweet-real,"[ 0.14282843  0.164335    0.16256478 ...  0.02266937 -0.01717768
  0.21360362]"
12992,vclaim-sno-trump-omarosa-wedding,"[ 0.04384131  0.1217883   0.21067676 ...  0.04974185 -0.03814262
  0.16487594]"
12993,vclaim-sno-trump-on-mount-rushmore,"[ 0.08237954  0.164335    0.09269224 ...  0.02555631 -0.0358292
  0.20251271]"
12994,vclaim-sno-trump-order-climate-change,"[ 0.05444108  0.12818888  0.08379208 ...  0.00763256 -0.0024168
  0.19714357]"
12995,vclaim-sno-trump-order-isis-leader-capture-jfk,"[ 0.04314936  0.16279158  0.12911004 ...  0.02249857 -0.03814262
  0.10219535]"
12996,vclaim-sno-trump-order-popular-vote-winner,"[ 0.08652556  0.12917307  0.09167232 ...  0.01313886 -0.03814262
  0.13056237]"
12997,vclaim-sno-trump-orderly-transition-power,"[ 0.07817028  0.164335    0.03129525 ...  0.008031   -0.03461285
  0.18282554]"
12998,vclaim-sno-trump-osama-attack,"[ 0.12245151  0.14627731  0.14408842 ...  0.05825458 -0.03814262
  0.19011472]"
12999,vclaim-sno-trump-oval-office-ghosts,[0.03193014 0.0960575  0.06204914 ... 0.03402294 0.         0.15441233]
13000,vclaim-sno-trump-palin-endorsement,"[ 0.05444108  0.13980283  0.03370237 ...  0.14953639 -0.03814262
  0.18468276]"
13001,vclaim-sno-trump-paper-shoe,[0.08648204 0.20701943 0.23322122 ... 0.02193326 0.04413772 0.19704929]
13002,vclaim-sno-trump-parade-1995,"[ 0.08058225  0.05976951  0.05321402 ...  0.05422938 -0.03814262
  0.18000557]"
13003,vclaim-sno-trump-pardon-border-militia,"[ 0.10289351  0.164335    0.11708704 ...  0.01868317 -0.03814262
  0.16977938]"
13004,vclaim-sno-trump-pardon-nidal-hassan,"[ 0.07811227  0.15064166  0.15007833 ... -0.03926747 -0.03814262
  0.16062257]"
13005,vclaim-sno-trump-pardon-turkey-election,"[ 0.07817028  0.164335    0.09757967 ...  0.05716788 -0.03487974
  0.19844647]"
13006,vclaim-sno-trump-pardoning-capitol-riot,"[ 0.08661547  0.18100365  0.07500426 ...  0.0270762  -0.03814262
  0.17228796]"
13007,vclaim-sno-trump-patent-maga-2012,"[ 0.09586196  0.10229275  0.04863606 ...  0.01408681 -0.03814262
  0.1692392 ]"
13008,vclaim-sno-trump-pay-8-women,[0.09983912 0.19544113 0.0532424  ... 0.13499941 0.00858632 0.18556401]
