,ver_claim_ids,ver_claim_encodings
13072,vclaim-sno-trump-rename-new-mexico,"[-0.0235432  -0.03022089 -0.02001776 ...  0.02783052  0.00821666
  0.01415881]"
13073,vclaim-sno-trump-renamed-black-history-month,"[-0.02174149 -0.0093191  -0.03178857 ...  0.00205084  0.00282777
 -0.01698285]"
13074,vclaim-sno-trump-report-card-fordham,"[ 0.00719673 -0.03658801  0.00317831 ...  0.00797487 -0.00529538
 -0.0387507 ]"
13075,vclaim-sno-trump-residency-fraud,"[-0.05142313 -0.00271653 -0.02167767 ...  0.03349851  0.04371576
 -0.02472115]"
13076,vclaim-sno-trump-restricting-welfare-for-deadbeats,"[-0.02659814 -0.01855265  0.00824283 ...  0.02681307  0.02345362
 -0.0157062 ]"
13077,vclaim-sno-trump-retreat,"[-0.02001072  0.03817033 -0.04514452 ...  0.02605921 -0.01639686
 -0.05354109]"
13078,vclaim-sno-trump-retweet-cartoon-train-hitting-cnn-reporter,"[-0.05206115 -0.03849783  0.05691797 ...  0.00585015  0.05090584
 -0.0141571 ]"
13079,vclaim-sno-trump-retweet-cowboys,"[-0.03077963 -0.00331278  0.03591738 ... -0.01565301  0.02722641
 -0.0307533 ]"
13080,vclaim-sno-trump-retweets-photo-of-black-supporters,"[-0.04697208 -0.01706784  0.02989076 ... -0.04378236  0.02339668
 -0.00463759]"
13081,vclaim-sno-trump-reverses-insecticide-ban-dow-chemicals,"[ 0.01291294 -0.00102948 -0.03819712 ...  0.03685285  0.00683662
 -0.0161839 ]"
13082,vclaim-sno-trump-revoke-executive-order,"[-0.02752914  0.00238596 -0.05385185 ... -0.00195442  0.01130702
 -0.02884198]"
13083,vclaim-sno-trump-revokes-press-credentials-six-news-outlets,"[-0.04740189  0.01551672 -0.04163925 ... -0.00590984  0.03800401
  0.02850214]"
13084,vclaim-sno-trump-revolutionary-war-airports,"[-0.03457547 -0.00875255 -0.01217074 ...  0.02968941  0.02787077
 -0.00389229]"
13085,vclaim-sno-trump-riot-camp-auschwitz-shirt,"[ 0.01160896 -0.03025607  0.03838475 ... -0.01206001  0.05330568
  0.00107387]"
13086,vclaim-sno-trump-rocky-tweet,"[-0.05354755 -0.04155921  0.02707288 ... -0.02151995  0.02829185
  0.01892594]"
13087,vclaim-sno-trump-rolls-back-rules-protecting-elderly,"[-0.04485903 -0.02344887 -0.03531484 ...  0.01985125  0.02117426
 -0.00925571]"
13088,vclaim-sno-trump-russia-wildfires-california,"[-4.0901288e-02 -3.2461211e-02 -4.6529468e-02 ...  2.7329775e-02
  3.7440728e-05 -3.5648902e-03]"
13089,vclaim-sno-trump-russian-poorly-endowed,"[-0.03650832 -0.00677876 -0.05043054 ... -0.00369934 -0.02557134
  0.0133164 ]"
13090,vclaim-sno-trump-said-1326-times-debates,"[-0.04875592 -0.00469262  0.03279122 ...  0.00098412  0.01038183
  0.00196708]"
13091,vclaim-sno-trump-salary-military-cemeteries,"[-0.03238542  0.01265697 -0.02387382 ...  0.0233345  -0.02211081
 -0.05399799]"
13092,vclaim-sno-trump-salute-north-korean-general,"[-0.04066294 -0.02749594 -0.05370577 ... -0.01142365  0.02246685
  0.03135817]"
13093,vclaim-sno-trump-sanctions-russias-intelligence-agency-present-putin,"[-0.03454625 -0.01815279 -0.06425092 ... -0.0287582  -0.01768711
 -0.02491677]"
13094,vclaim-sno-trump-saved-two-cats-after-hurricane-harvey,"[-0.04878014 -0.02195384  0.01494349 ...  0.03303326  0.00592973
 -0.01800497]"
13095,vclaim-sno-trump-say-never-blame-yourself,"[-0.03278175 -0.01443063 -0.02579186 ... -0.02494163 -0.03212247
 -0.01005729]"
13096,vclaim-sno-trump-say-redo-4-more-years,"[-0.04165997  0.02615195 -0.00320804 ... -0.01524524  0.04709068
 -0.01079096]"
13097,vclaim-sno-trump-says-africans-are-poor-because-they-think-of-sex-instead-of-farming,"[-0.03559546 -0.011207   -0.03728644 ...  0.03531768 -0.02847805
 -0.03494634]"
13098,vclaim-sno-trump-search-result-racist-twitter,"[-0.06450789 -0.04964582  0.02323579 ...  0.0158501   0.04688291
  0.01632488]"
13099,vclaim-sno-trump-searching-911-survivors,"[-0.04598908 -0.05005367  0.03425553 ... -0.00303656  0.00284414
 -0.01024821]"
13100,vclaim-sno-trump-second-coming-king-israel,"[-0.05519068  0.00462698  0.03814237 ...  0.00392432  0.02156142
  0.01961706]"
13101,vclaim-sno-trump-secret-presidential-pardons,"[-0.02605096  0.03201836 -0.02049292 ...  0.02194654  0.042055
 -0.06536517]"
13102,vclaim-sno-trump-selling-inauguration-tickets,"[-0.0101657   0.02329659 -0.01305016 ... -0.01042722  0.01473494
 -0.01702739]"
13103,vclaim-sno-trump-sends-unpresidented-tweet,"[-0.05639657 -0.03894128  0.01171208 ...  0.01450158 -0.00667132
 -0.03627201]"
13104,vclaim-sno-trump-seoul-population,"[-0.02477838 -0.04575317 -0.01989996 ... -0.01151119  0.01196702
  0.02831405]"
13105,vclaim-sno-trump-server-tied-to-russian-bank,"[-0.04832233 -0.02392205 -0.00608829 ... -0.05392423  0.00770375
 -0.004864  ]"
13106,vclaim-sno-trump-sharpie-notes,"[-0.03865415  0.00162497 -0.0085938  ...  0.01925589  0.02484362
 -0.04354895]"
13107,vclaim-sno-trump-showers-dishwashers,"[-0.02624123 -0.00748178 -0.03182748 ...  0.00558973 -0.04759632
 -0.05147424]"
13108,vclaim-sno-trump-sign-bill-clean-trash-oceans,"[-0.02310921 -0.01710447 -0.0504737  ...  0.02353108  0.02248606
 -0.02003383]"
13109,vclaim-sno-trump-sign-bill-revoking-obama-era-gun-checks-people-mental-illnesses,"[-0.01468076  0.0470803  -0.0419576  ... -0.04412367  0.0346142
 -0.02147088]"
13110,vclaim-sno-trump-sign-hollywood-los-angeles,"[-0.02860426 -0.05627114  0.06035623 ...  0.0297961   0.03973299
  0.05289352]"
13111,vclaim-sno-trump-signed-nafta-wrong,"[-0.01990337 -0.00180955 -0.04018705 ...  0.03847952 -0.0064338
  0.00729844]"
13112,vclaim-sno-trump-situation-room-photo,"[-0.03621834 -0.00098849 -0.03880909 ...  0.02125586  0.04551205
  0.02971786]"
13113,vclaim-sno-trump-skip-biden-inauguration,"[-0.03643178  0.03138253 -0.05214271 ...  0.00521193  0.02382263
 -0.02476859]"
13114,vclaim-sno-trump-social-media-order,"[-0.04339292 -0.06275214  0.06513871 ... -0.03661966  0.03697326
 -0.01881153]"
13115,vclaim-sno-trump-social-security-benefits,"[ 0.01539378  0.05042648 -0.02907518 ...  0.01277883  0.02843639
  0.01793347]"
13116,vclaim-sno-trump-social-security,"[-0.0496357   0.00816428 -0.00559732 ...  0.03529941 -0.01216288
 -0.00527106]"
13117,vclaim-sno-trump-sold-an-apartment-haitian-dictator,"[ 0.02616269  0.04416756 -0.00965365 ...  0.00686504 -0.00931851
 -0.028068  ]"
13118,vclaim-sno-trump-sons-fundraiser,"[-0.03288619  0.01719291  0.02124826 ... -0.01267934  0.00293729
 -0.02009453]"
13119,vclaim-sno-trump-sons-photo,"[-0.03050953 -0.01209718  0.03714563 ... -0.032723    0.03834295
 -0.02567517]"
13120,vclaim-sno-trump-sotu-super-bowl,"[-0.03733297  0.02657739 -0.02909132 ...  0.0220885   0.016251
  0.00134827]"
13121,vclaim-sno-trump-speech-presidential-seal,"[-0.03330438 -0.02658848 -0.02162449 ... -0.03369405  0.03001229
  0.01850673]"
13122,vclaim-sno-trump-spray-tan-oval-office,"[-0.01267755 -0.03051959 -0.01132942 ...  0.00163645  0.04175733
 -0.04172506]"
13123,vclaim-sno-trump-spray-tan-television,"[-0.03091379 -0.0283059   0.01368152 ... -0.01978228  0.02520289
  0.00154989]"
13124,vclaim-sno-trump-sprinklers-apartment-fire,"[-0.05110791  0.05140967 -0.03925673 ...  0.02966788 -0.00575608
 -0.02690479]"
13125,vclaim-sno-trump-staffer-convicted-of-felony-election-fraud,"[-0.02444982  0.02298482 -0.02325529 ...  0.03874422  0.04121053
 -0.01752242]"
13126,vclaim-sno-trump-stage-chrissy-teigen,"[ 0.00985288  0.00414682  0.03163695 ...  0.01410629  0.04595713
 -0.04356388]"
13127,vclaim-sno-trump-staged-speechwriting-picture,"[-0.0056045   0.01276351 -0.0273258  ... -0.01216352  0.03795545
  0.01261979]"
13128,vclaim-sno-trump-star-stickers-walk-of-fame,"[ 0.02094713 -0.05899769  0.05619168 ...  0.03034505  0.03490161
 -0.04510674]"
13129,vclaim-sno-trump-steal-kids-cancer-charity,"[-0.00312886  0.02937214 -0.02722249 ... -0.02578695  0.03201876
 -0.05255901]"
13130,vclaim-sno-trump-stimulus-package-election,"[-0.03280501 -0.03442441  0.00818674 ...  0.00622921  0.01346888
  0.0171116 ]"
13131,vclaim-sno-trump-stock-market-prediction,"[-0.04587203 -0.0131764   0.03899498 ... -0.02541526  0.03736147
 -0.02567831]"
13132,vclaim-sno-trump-stockpile-ventilators,"[-0.03525477  0.00891361 -0.04351571 ...  0.00482882 -0.01558193
  0.03069872]"
13133,vclaim-sno-trump-stops-mugging-1991,"[-0.05683221 -0.01449038 -0.00026521 ...  0.00223698  0.03241153
 -0.02990339]"
13134,vclaim-sno-trump-stripper-photograph,"[ 0.01446649 -0.04644435 -0.01710402 ...  0.04523324  0.01775325
 -0.02546589]"
13135,vclaim-sno-trump-subscription-box,"[-0.04801801 -0.02897631 -0.00466982 ...  0.03662231  0.01461945
 -0.02404993]"
13136,vclaim-sno-trump-sue-wisconsin,"[-0.05747059  0.02106297  0.02066608 ...  0.01132003  0.05139142
 -0.03965328]"
13137,vclaim-sno-trump-suffering-stroke-virus-warning,"[ 0.0199018  -0.01192042 -0.02098242 ... -0.01654109  0.04804987
 -0.02850896]"
13138,vclaim-sno-trump-suicide-bombers-penalty,"[-0.01893312  0.00197776  0.03644025 ...  0.02920093  0.03898755
 -0.02840198]"
13139,vclaim-sno-trump-supporter-kick-pregnant-woman,"[-0.0528826  -0.0209174   0.05586805 ... -0.01346385  0.05465773
  0.00254767]"
13140,vclaim-sno-trump-supporters-beat-gay-man-in-california,"[-0.01314385 -0.01896983  0.04206412 ...  0.01696943  0.05395196
 -0.04831488]"
13141,vclaim-sno-trump-supporters-leave-trash,"[ 0.01747274 -0.03423614  0.04991718 ...  0.04562854  0.04902202
 -0.03754321]"
13142,vclaim-sno-trump-supporters-navajo-legislator-legal,"[-0.02985677 -0.00904108  0.04050647 ... -0.00015195  0.02679483
  0.02916397]"
13143,vclaim-sno-trump-supporters-pro-slavery,"[-0.03841586  0.03387575 -0.04181947 ...  0.04700058  0.00417909
 -0.00468424]"
13144,vclaim-sno-trump-syria-airport-contract,"[-0.03520044  0.04612933 -0.00109804 ...  0.04804379  0.03167304
  0.03606723]"
13145,vclaim-sno-trump-take-firearms-first,"[-0.04099336 -0.00122583 -0.00211302 ...  0.0159399   0.03298958
  0.01166352]"
13146,vclaim-sno-trump-takes-victory-tour-moscows-red-square,"[-0.05890534 -0.02266424 -0.00694038 ... -0.0315148  -0.01458711
  0.04407295]"
13147,vclaim-sno-trump-taliban-pakistani-prison,"[-0.02141447  0.00555815 -0.04427567 ...  0.00826718  0.03247409
 -0.0217669 ]"
13148,vclaim-sno-trump-tap-giorgio-tsoukalos-secretary-space-force,"[-0.01486686  0.02856491 -0.03268737 ...  0.01415927 -0.02785699
  0.0009085 ]"
13149,vclaim-sno-trump-taps-outspoken-climate-denier-to-oversee-epa-transition-team,"[-0.03356312 -0.02649863  0.02415413 ...  0.00226466 -0.02666599
 -0.01179815]"
13150,vclaim-sno-trump-taunts-bush-twitter,"[-0.01731447 -0.02464004  0.01761434 ...  0.01594604  0.05338319
 -0.03155215]"
13151,vclaim-sno-trump-taxes-smart,"[-0.06406776  0.00630583 -0.00094173 ... -0.02491518 -0.00047026
 -0.04848718]"
13152,vclaim-sno-trump-taxes-ted-cruz-dependent,"[-0.01159429  0.03557958 -0.03285776 ...  0.0039294  -0.01214181
 -0.02214298]"
13153,vclaim-sno-trump-team-accidentally-reveals-extreme-immigration-plan,"[ 0.02947998  0.01891698 -0.03784882 ...  0.02381243 -0.01015504
  0.04129119]"
13154,vclaim-sno-trump-tell-supporters-storm,"[-0.01836701  0.01827761  0.01169174 ... -0.00607051  0.04030982
  0.01560869]"
13155,vclaim-sno-trump-term-bio,"[ 0.02486524 -0.00948059  0.02641987 ... -0.02079765 -0.00321011
 -0.02832958]"
13156,vclaim-sno-trump-terminate-social-security,"[-0.02434803  0.01385176  0.00228217 ...  0.03599412  0.03871946
  0.00436393]"
13157,vclaim-sno-trump-terror-watch-program,"[-0.00327817  0.03190041 -0.05806779 ... -0.01355849  0.03653441
  0.01923077]"
13158,vclaim-sno-trump-tested-very-positively,"[-0.03877091  0.04550101 -0.06448878 ... -0.02978886  0.03958383
  0.02493571]"
13159,vclaim-sno-trump-thinning-hair-photograph,"[-0.04121625  0.00774672 -0.00254117 ... -0.01584343  0.05483771
 -0.00106586]"
13160,vclaim-sno-trump-threaten-federal-buildings,"[-0.02864665  0.00676278  0.02462493 ...  0.04065579  0.04293836
 -0.0486392 ]"
13161,vclaim-sno-trump-threaten-whistleblower,"[-0.03760774 -0.00028115 -0.02701328 ...  0.0272912   0.03058828
 -0.03432114]"
13162,vclaim-sno-trump-threatened-military-action-against-mexico,"[-0.02280411  0.00879489 -0.01116858 ...  0.02299313  0.00987167
  0.01508077]"
13163,vclaim-sno-trump-threatening-robocalls,"[-0.01605867  0.00407946  0.00677295 ...  0.00457047  0.04525664
  0.00255594]"
13164,vclaim-sno-trump-threatens-to-skip-debates,"[-0.04659978  0.05833817 -0.00463139 ... -0.00223181  0.03968483
 -0.02260643]"
13165,vclaim-sno-trump-tiger-woods-speedy-recovery,"[-0.05752585 -0.02143679  0.01223812 ...  0.00923194  0.0542401
 -0.04883017]"
13166,vclaim-sno-trump-tip,"[-0.04350211  0.00038095 -0.02364537 ...  0.02750104 -0.03248485
 -0.03273802]"
13167,vclaim-sno-trump-to-ban-all-television-shows-that-promote-gay-activity,"[-0.03827124  0.04135463 -0.0123818  ... -0.00779667  0.00321021
  0.00399213]"
13168,vclaim-sno-trump-to-deport-lin-manuel-miranda,"[ 0.00819821  0.03794666 -0.02303568 ...  0.0153753   0.01763027
 -0.03689057]"
13169,vclaim-sno-trump-to-nuke-mexico,"[ 0.00652502  0.04564069  0.00080499 ...  0.02859181  0.02060402
 -0.03240783]"
13170,vclaim-sno-trump-to-repurpose-uss-enterprise-into-floating-hotel-and-casino,"[-0.00557961  0.00700629  0.00676801 ...  0.05189197  0.03386902
 -0.01154849]"
13171,vclaim-sno-trump-to-strike-down-obamas-regulation-expanding-overtime,"[ 0.00055284 -0.0178797  -0.01236937 ... -0.01918098 -0.04058437
  0.03704102]"
13172,vclaim-sno-trump-touch-face-of-veteran,"[-0.04277158  0.02986926  0.00675416 ...  0.03220647  0.05432016
 -0.02911249]"
13173,vclaim-sno-trump-touch-orb-saudi-arabia,"[-0.01538369 -0.03234192  0.01189158 ... -0.0276559   0.04877648
  0.00565228]"
13174,vclaim-sno-trump-toupee-video-fake,"[-0.03882993  0.03420421  0.00053297 ... -0.0294733   0.03308494
 -0.0046096 ]"
13175,vclaim-sno-trump-tour-chemtrail-plane,"[-0.03649025  0.00966708  0.00440006 ... -0.00590456  0.01114049
 -0.00034494]"
13176,vclaim-sno-trump-tower-air,"[-0.04652127  0.01710924 -0.03451655 ...  0.04323373  0.00424761
 -0.02856841]"
13177,vclaim-sno-trump-tower-billboard-in-mumbai,"[ 0.02950967 -0.02284915  0.04143894 ...  0.02043603  0.02563434
  0.05648826]"
13178,vclaim-sno-trump-tower-chicago-no,"[-0.01880392  0.00045029  0.04186014 ... -0.00588994  0.00112603
 -0.01942238]"
13179,vclaim-sno-trump-tower-kurd-banner,"[-0.03928154 -0.00078685  0.03012241 ...  0.0297721   0.02458256
  0.04697697]"
13180,vclaim-sno-trump-tower-name-changed-to-dump-tower-in-google-maps,"[-0.00646427 -0.01303948  0.0047224  ...  0.00631341 -0.01202282
 -0.0128152 ]"
13181,vclaim-sno-trump-tower-opens-pyongyang,"[-0.00024856  0.00306994  0.01733392 ... -0.00885147  0.02721798
  0.04872572]"
13182,vclaim-sno-trump-traffic-accusations,"[-0.00134858 -0.0173439  -0.02945573 ... -0.01561025 -0.02326042
 -0.03612461]"
13183,vclaim-sno-trump-train-stuck-under-bridge,"[-0.02491073 -0.05861997  0.02882202 ...  0.03838729 -0.01999266
 -0.01541413]"
13184,vclaim-sno-trump-transgenders-on-notice,"[-0.01511324  0.02705344  0.009359   ...  0.02141348  0.03339719
  0.01824046]"
13185,vclaim-sno-trump-tripadvisor-middle-east,"[-0.0116982   0.01317861  0.0291101  ... -0.01959383 -0.05529032
 -0.0258652 ]"
13186,vclaim-sno-trump-tulsa-rally-covid19-test,"[-0.02962806 -0.01264188  0.01032141 ... -0.00283996  0.02632072
  0.04540233]"
13187,vclaim-sno-trump-tulsa-rally-crowd,"[-0.03279866 -0.03370173  0.04749312 ...  0.01891546  0.03898326
  0.05625835]"
13188,vclaim-sno-trump-turkey-pardons-reversed,"[-0.06184575  0.00654384  0.0247866  ... -0.00662027  0.01511252
 -0.04776687]"
13189,vclaim-sno-trump-turned-away-restaurant,"[-0.05208489 -0.02846309 -0.01616373 ...  0.03601018  0.04362086
 -0.03241447]"
13190,vclaim-sno-trump-tweet-409k,"[-0.04428802 -0.05504521  0.01317317 ... -0.01325163  0.02827378
  0.02615875]"
13191,vclaim-sno-trump-tweet-bill-cosby,"[-0.0451232  -0.00496941 -0.03195874 ...  0.02501834  0.03897127
 -0.04697077]"
13192,vclaim-sno-trump-tweet-doctored-racist-baby,"[-0.01581844 -0.00422237  0.03176842 ...  0.03165984  0.05205671
 -0.02892589]"
13193,vclaim-sno-trump-tweet-echo-mein-kampf,"[-0.04905355 -0.03704428  0.02857867 ...  0.00055453  0.04117373
  0.00022624]"
13194,vclaim-sno-trump-tweet-harris,"[-0.05769149  0.00879039 -0.01271984 ...  0.03956315  0.04821349
 -0.00967981]"
13195,vclaim-sno-trump-tweet-nicolle-wallace,"[-0.02442603 -0.01569096 -0.01633117 ...  0.01242556 -0.01111911
 -0.03733169]"
13196,vclaim-sno-trump-tweet-obama-8-years,"[ 0.03554153 -0.01953225 -0.01880316 ...  0.00984129  0.02813401
 -0.01227762]"
13197,vclaim-sno-trump-tweet-obama-scotus,"[-0.04921225  0.02619119 -0.01529146 ...  0.01885151  0.02546753
 -0.05911913]"
13198,vclaim-sno-trump-tweet-puerto-rico,"[ 0.01509816 -0.01144705 -0.02404483 ...  0.00656054  0.02160408
 -0.01729428]"
13199,vclaim-sno-trump-tweet-south-dakota-border,"[-0.01686172 -0.02860635 -0.01746655 ...  0.01369514  0.04039906
  0.00662533]"
13200,vclaim-sno-trump-tweet-stimulus-checks,"[-2.9255897e-02 -3.4726895e-02  1.5012120e-02 ... -1.9523226e-05
  5.8221384e-03 -4.1572932e-02]"
13201,vclaim-sno-trump-tweet-weak-leadership,"[-0.05300766 -0.01963412  0.01551013 ... -0.03049186  0.01798228
 -0.00346863]"
13202,vclaim-sno-trump-tweets-invaders-deleted,"[-0.01265634  0.01563829 -0.00779157 ...  0.02330106  0.02733412
 -0.01928165]"
13203,vclaim-sno-trump-tweets-photo-genitals,"[-0.05652789 -0.01516852  0.03227596 ... -0.02976377  0.02477828
 -0.03545654]"
13204,vclaim-sno-trump-twitter-john-barron-1946,"[-0.05483617 -0.03136804  0.01527247 ... -0.00780953  0.03226022
 -0.04113808]"
13205,vclaim-sno-trump-twitter-search-loser,"[-0.05488939 -0.05000437  0.02261657 ...  0.01843477  0.0577306
 -0.02985382]"
13206,vclaim-sno-trump-uk-different-names,"[-0.05016157 -0.01978063 -0.06629316 ... -0.01585072  0.01400601
 -0.00606297]"
13207,vclaim-sno-trump-uk-terrorism,"[-0.01984859  0.01947717  0.00448842 ...  0.03673329 -0.0249644
  0.04626259]"
13208,vclaim-sno-trump-undocumented-immigrants-welfare,"[ 0.00340286  0.00621974 -0.01319273 ...  0.01243567  0.02650052
  0.02137226]"
13209,vclaim-sno-trump-unflattering-image,"[-0.01539617 -0.02167812  0.02175661 ... -0.01931578  0.03578641
  0.02156558]"
13210,vclaim-sno-trump-united-my-people,"[-0.02701874 -0.02360149  0.00810422 ...  0.03054477  0.00396379
 -0.02289236]"
13211,vclaim-sno-trump-url-poor,"[-0.00170608 -0.01138585  0.0015006  ...  0.02220712  0.00559768
 -0.04022356]"
13212,vclaim-sno-trump-us-troops-landed-ukraine,"[ 0.00053183 -0.04660229 -0.04620044 ...  0.02478648  0.03919023
 -0.04003735]"
13213,vclaim-sno-trump-venn-diagram,"[-0.05229275  0.00808258 -0.0044755  ...  0.03224783  0.04603561
 -0.03785476]"
13214,vclaim-sno-trump-veteran-service-dog,"[ 0.01118996  0.04260534  0.03221846 ...  0.0541567   0.03423396
 -0.02093322]"
13215,vclaim-sno-trump-veterans-day-56-years,"[-0.03820547  0.06037675 -0.04939102 ...  0.01068613  0.03050103
 -0.02558413]"
13216,vclaim-sno-trump-veterans-day-new-york-first,"[-0.05692143  0.00555514 -0.01111187 ... -0.00163604 -0.00357382
  0.00444807]"
13217,vclaim-sno-trump-veterans-free-health-care,"[-0.01357162  0.0555332  -0.01282007 ...  0.00128664  0.02965866
 -0.04385217]"
13218,vclaim-sno-trump-video-insulting-supporters,"[-0.0103655  -0.02393694  0.03958959 ...  0.00503812  0.00407771
 -0.05529552]"
13219,vclaim-sno-trump-vietnam-desert-storm,"[ 0.00642265  0.01137712 -0.05957077 ...  0.01134129 -0.00620877
  0.03138028]"
13220,vclaim-sno-trump-vigo-the-carpathian,"[-0.04072924  0.00858404 -0.05838609 ...  0.06008127  0.0470067
 -0.0068485 ]"
13221,vclaim-sno-trump-violence-against-women-act,"[-0.02020534  0.04915692 -0.06169555 ...  0.00520784  0.02334494
 -0.04453826]"
13222,vclaim-sno-trump-visa-free-travel-policy,"[-0.03888413 -0.01025558 -0.05455886 ... -0.04399003  0.00564264
  0.03621269]"
13223,vclaim-sno-trump-vote-twice-north-carolina,"[-0.05071104 -0.0326134   0.02765536 ... -0.00642481  0.02053633
  0.04231389]"
13224,vclaim-sno-trump-voter-interference,"[-0.04521332 -0.03863548 -0.00374793 ...  0.0169309   0.030876
 -0.00310494]"
13225,vclaim-sno-trump-voters-russian-agents,"[-0.00142941 -0.03639162 -0.03366597 ... -0.04132227 -0.01335632
  0.05417309]"
13226,vclaim-sno-trump-wall-comic-strip,"[-0.03012147 -0.00684221  0.04631014 ...  0.02295883  0.00285899
 -0.00088734]"
13227,vclaim-sno-trump-wall-damaged-arizona,"[ 0.00023739 -0.00230491  0.02015449 ...  0.0252626  -0.00046587
 -0.03803412]"
13228,vclaim-sno-trump-wallace-looting-quote,"[-0.04581174 -0.04630172  0.01810738 ... -0.01865264 -0.01657587
 -0.02689806]"
13229,vclaim-sno-trump-wampanoag-land,"[-0.00945808 -0.00677296 -0.05604412 ...  0.0372021   0.01688218
 -0.01150526]"
13230,vclaim-sno-trump-want-turn-space-station-commercial-venture,"[-0.01489984  0.0233716  -0.02205768 ...  0.02001764  0.03672545
 -0.01365773]"
13231,vclaim-sno-trump-wants-executive-order-abolishing-impeachment,"[-0.01677492  0.01963642 -0.02836477 ...  0.00289978  0.00974222
 -0.02771626]"
13232,vclaim-sno-trump-wants-shut-internet,"[-0.02941789  0.01733813 -0.0417138  ... -0.0132257   0.02629662
 -0.04126673]"
13233,vclaim-sno-trump-warren-million-offer-dna,"[-0.04327561  0.01214598 -0.03374115 ... -0.00251325  0.04891172
 -0.02071035]"
13234,vclaim-sno-trump-wear-pants-backwards,"[-0.05431506 -0.02484192 -0.04854945 ...  0.04139668 -0.00231246
 -0.04985497]"
13235,vclaim-sno-trump-wedding-toast,"[-0.02316245  0.01959463  0.03682603 ...  0.00359489  0.02550867
 -0.05251846]"
13236,vclaim-sno-trump-weight-girther-leaked-documents,"[-2.39095148e-02 -8.54093675e-03  2.69956477e-02 ... -1.25333108e-05
 -1.41182477e-02 -1.02855535e-02]"
13237,vclaim-sno-trump-wet-his-pants,"[-0.04818479  0.00168652  0.02374008 ...  0.00420534  0.04683378
 -0.05754696]"
13238,vclaim-sno-trump-whales-sea-turtles,"[-0.02246574  0.00451896 -0.03550364 ... -0.00204604  0.01689656
 -0.01910686]"
13239,vclaim-sno-trump-white-house-looting,"[ 0.00824803 -0.02276331 -0.00899224 ... -0.04450103  0.01748838
 -0.03426162]"
13240,vclaim-sno-trump-white-nationalists-us-press-conference,"[-0.03675563 -0.04106044  0.01854553 ... -0.02494534  0.0504315
  0.00641285]"
13241,vclaim-sno-trump-wig-jet-engine,"[-0.03374366  0.01873835  0.03011284 ...  0.02804085  0.04031156
 -0.05525737]"
13242,vclaim-sno-trump-wind-windmills-fumes,"[-0.05038258 -0.00749261 -0.03210213 ...  0.00301277 -0.0335096
 -0.0555561 ]"
13243,vclaim-sno-trump-wins-pennsylvania,"[-0.06129165  0.00202017 -0.0360384  ...  0.04206721  0.04414526
  0.01961005]"
13244,vclaim-sno-trump-with-osama-bin-laden,"[-0.00084928 -0.00238589 -0.04576425 ... -0.00047504  0.0430659
  0.01681815]"
13245,vclaim-sno-trump-women-treat-em-like-shit,"[-0.04552763 -0.03507995  0.02207896 ... -0.02499214 -0.04303715
 -0.04908826]"
13246,vclaim-sno-trump-words-national-anthem,"[-0.01078893  0.00464084 -0.01348252 ...  0.04202616  0.01616132
 -0.04540395]"
13247,vclaim-sno-trump-world-aids-day-ribbon,"[-0.03239753 -0.03501223 -0.00352677 ... -0.04136868  0.00482202
  0.02861003]"
13248,vclaim-sno-trump-writes-checks-nashville,"[-0.06222074 -0.04176034 -0.0051911  ...  0.02965813  0.0226092
 -0.05159022]"
13249,vclaim-sno-trump-wwi-cemetery-rain-photo,"[-0.05261722  0.016178    0.03124587 ...  0.01118877  0.0073092
 -0.05588573]"
13250,vclaim-sno-trumped-up,"[-0.05497011 -0.03302726 -0.00226967 ...  0.02608351 -0.02422597
 -0.01997631]"
13251,vclaim-sno-trumpets-and-a-circle-in-the-sky-above-israel,"[-0.06093267  0.00924561  0.04921772 ... -0.04530209 -0.03165463
  0.03226032]"
13252,vclaim-sno-trumps-budget-director-pick-asked-really-need-government-funded-research,"[ 0.02480197 -0.01857569  0.02490414 ... -0.02223518  0.00271985
 -0.05559539]"
13253,vclaim-sno-trumps-cell-phone-leaks,"[-0.02443761 -0.0101826  -0.02485549 ... -0.00713592  0.00525173
  0.01046342]"
13254,vclaim-sno-trumps-cousins-obituary,"[-0.05380875  0.06342724  0.00913762 ...  0.02206443  0.05534841
 -0.04649015]"
13255,vclaim-sno-trumps-endorsements-midterms,"[-0.04200701  0.02858348 -0.00772072 ...  0.00055927  0.00231475
  0.00527984]"
13256,vclaim-sno-trumps-first-order-flag-burning,"[-0.06032992 -0.02793604  0.03925562 ...  0.01861842  0.022633
 -0.01605618]"
13257,vclaim-sno-trumps-flip-flop-on-flag-burning,"[-0.03927256 -0.02527749 -0.01329849 ... -0.02187964  0.02043005
 -0.03451692]"
13258,vclaim-sno-trumps-grandfather-bavaria-deport,"[-0.02970516  0.03041318 -0.03747582 ...  0.05848917  0.03298974
 -0.04100408]"
13259,vclaim-sno-trumps-hair-filmed-blowing-wind,"[-0.04442947  0.03765095  0.01960692 ... -0.02401996  0.0398802
 -0.01434742]"
13260,vclaim-sno-trumps-hotel-g7-settle-lawsuit,"[ 0.0295701   0.03206857 -0.05515106 ...  0.0588948   0.0289968
  0.03957546]"
13261,vclaim-sno-trumps-inauguration-poem,"[-0.03843745  0.03146933 -0.03251193 ...  0.01829054  0.0016149
 -0.01999697]"
